Full-time/part-time status,State/territory,School sector,Sex,School level,Indigenous status,Students
Full-time equivalent,Australian Capital Territory,Catholic,Female,Primary,Indigenous,57
Full-time equivalent,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,4195.6
Full-time equivalent,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,50
Full-time equivalent,Australian Capital Territory,Catholic,Female,Secondary,Non-Indigenous,4138.4
Full-time equivalent,Australian Capital Territory,Catholic,Male,Primary,Indigenous,49
Full-time equivalent,Australian Capital Territory,Catholic,Male,Primary,Non-Indigenous,4515.9
Full-time equivalent,Australian Capital Territory,Catholic,Male,Secondary,Indigenous,53
Full-time equivalent,Australian Capital Territory,Catholic,Male,Secondary,Non-Indigenous,4262
Full-time equivalent,Australian Capital Territory,Government,Female,Primary,Indigenous,316
Full-time equivalent,Australian Capital Territory,Government,Female,Primary,Non-Indigenous,8948
Full-time equivalent,Australian Capital Territory,Government,Female,Secondary,Indigenous,163
Full-time equivalent,Australian Capital Territory,Government,Female,Secondary,Non-Indigenous,7386.7
Full-time equivalent,Australian Capital Territory,Government,Male,Primary,Indigenous,338.4
Full-time equivalent,Australian Capital Territory,Government,Male,Primary,Non-Indigenous,9245.5
Full-time equivalent,Australian Capital Territory,Government,Male,Secondary,Indigenous,213
Full-time equivalent,Australian Capital Territory,Government,Male,Secondary,Non-Indigenous,7719.9
Full-time equivalent,Australian Capital Territory,Independent,Female,Primary,Indigenous,11
Full-time equivalent,Australian Capital Territory,Independent,Female,Primary,Non-Indigenous,1834.5
Full-time equivalent,Australian Capital Territory,Independent,Female,Secondary,Indigenous,12
Full-time equivalent,Australian Capital Territory,Independent,Female,Secondary,Non-Indigenous,2307
Full-time equivalent,Australian Capital Territory,Independent,Male,Primary,Indigenous,10
Full-time equivalent,Australian Capital Territory,Independent,Male,Primary,Non-Indigenous,1778.4
Full-time equivalent,Australian Capital Territory,Independent,Male,Secondary,Indigenous,13
Full-time equivalent,Australian Capital Territory,Independent,Male,Secondary,Non-Indigenous,2259
Full-time equivalent,New South Wales,Catholic,Female,Primary,Indigenous,1382
Full-time equivalent,New South Wales,Catholic,Female,Primary,Non-Indigenous,59649.5
Full-time equivalent,New South Wales,Catholic,Female,Secondary,Indigenous,947
Full-time equivalent,New South Wales,Catholic,Female,Secondary,Non-Indigenous,56908.7
Full-time equivalent,New South Wales,Catholic,Male,Primary,Indigenous,1321
Full-time equivalent,New South Wales,Catholic,Male,Primary,Non-Indigenous,61426.9
Full-time equivalent,New South Wales,Catholic,Male,Secondary,Indigenous,928.7
Full-time equivalent,New South Wales,Catholic,Male,Secondary,Non-Indigenous,56831.8
Full-time equivalent,New South Wales,Government,Female,Primary,Indigenous,11834
Full-time equivalent,New South Wales,Government,Female,Primary,Non-Indigenous,196665
Full-time equivalent,New South Wales,Government,Female,Secondary,Indigenous,7864.7
Full-time equivalent,New South Wales,Government,Female,Secondary,Non-Indigenous,143076
Full-time equivalent,New South Wales,Government,Male,Primary,Indigenous,12786
